ticket_id,imei,SIM ,Error Message,Tf_Part_Num_Transpose
1289610464,354215683625293,89148000009847102987,Cannot compensate customer �(No compensation to apply to this customer),GPMTXT2271DCLLP
1289593739,354215682909375,89148000009849762697,Cannot compensate customer �(No compensation to apply to this customer),GPMTXT2271DCLLP
1289664348,354215683080101,89148000009849744943,Cannot compensate customer �(No compensation to apply to this customer),GPMTXT2271DCLLP
1289687610,354215682904806,89148000009849746096,Cannot compensate customer �(No compensation to apply to this customer),GPMTXT2271DCLLP
1289723883,354215682904665,89148000009847103068,Cannot compensate customer �(No compensation to apply to this customer),GPMTXT2271DCLLP
1289738583,354215682909318,89148000009849762853,Cannot compensate customer �(No compensation to apply to this customer),GPMTXT2271DCLLP
1289607431,354215684512748,89148000009849746724,Cannot compensate customer �(No compensation to apply to this customer),GPMTXT2271DCLLP
1289605413,354215684513746,89148000009849747847,Cannot compensate customer �(No compensation to apply to this customer),GPMTXT2271DCLLP
1289607552,354215683192112,89148000009849742517,Cannot compensate customer �(No compensation to apply to this customer),GPMTXT2271DCLLP
1289584559,354215684500537,89148000009849368917,Cannot compensate customer �(No compensation to apply to this customer),GPMTXT2271DCLLP
1289611685,354215682902594,89148000009847106814,Cannot compensate customer �(No compensation to apply to this customer),GPMTXT2271DCLLP
1289655560,354215684505007,89148000009849750445,Cannot compensate customer �(No compensation to apply to this customer),GPMTXT2271DCLLP
1289680570,354215683184457,89148000009849813904,Cannot compensate customer �(No compensation to apply to this customer),GPMTXT2271DCLLP
1289596008,354215683082750,89148000009847130301,Cannot compensate customer �(No compensation to apply to this customer),GPMTXT2271DCLLP
1289739698,354215684507318,89148000009849824109,Cannot compensate customer �(No compensation to apply to this customer),GPMTXT2271DCLLP
1289627337,354215682898131,89148000009849766953,Cannot compensate customer �(No compensation to apply to this customer),GPMTXT2271DCLLP
1289600596,354215683190173,89148000009849827821,Cannot compensate customer �(No compensation to apply to this customer),GPMTXT2271DCLLP
1289610541,354215683103747,89148000009847097591,Cannot compensate customer �(No compensation to apply to this customer),GPMTXT2271DCLLP
1289693416,354215682893892,89148000009847068816,Cannot compensate customer �(No compensation to apply to this customer),GPMTXT2271DCLLP
1289686099,354215683186973,89148000009847139344,Cannot compensate customer �(No compensation to apply to this customer),GPMTXT2271DCLLP
1289610587,354215683618454,89148000009849370061,Cannot compensate customer �(No compensation to apply to this customer),GPMTXT2271DCLLP
1289689292,354215682910647,89148000009849760329,Cannot compensate customer �(No compensation to apply to this customer),GPMTXT2271DCLLP
1289687186,354215682949397,89148000009849805330,Cannot compensate customer �(No compensation to apply to this customer),GPMTXT2271DCLLP
1289638786,354215682906090,89148000009849370558,Cannot compensate customer �(No compensation to apply to this customer),GPMTXT2271DCLLP
1289640123,354215682895186,89148000009849825320,1312 �(No available service.),GPMTXT2271DCLLP
1289605145,354215682891409,89148000009849802683,Cannot compensate customer �(No compensation to apply to this customer),GPMTXT2271DCLLP
1289597604,354215683186338,89148000009849751096,Cannot compensate customer �(No compensation to apply to this customer),GPMTXT2271DCLLP
1289745625,354215684503630,89148000009847130046,Cannot compensate customer �(No compensation to apply to this customer),GPMTXT2271DCLLP
1289693975,354215682901455,89148000009846887620,Cannot compensate customer �(No compensation to apply to this customer),GPMTXT2271DCLLP
1289691135,354215682900986,89148000009849622800,Cannot compensate customer �(No compensation to apply to this customer),GPMTXT2271DCLLP
1289684268,354215682897018,89148000009849825650,Cannot compensate customer �(No compensation to apply to this customer),GPMTXT2271DCLLP
1289649313,354215682946658,89148000009847106020,Cannot compensate customer �(No compensation to apply to this customer),GPMTXT2271DCLLP
1289649338,354215684510957,89148000009849814480,Cannot compensate customer �(No compensation to apply to this customer),GPMTXT2271DCLLP
1289684336,354215682893272,89148000009849760204,Cannot compensate customer �(No compensation to apply to this customer),GPMTXT2271DCLLP
1289589182,354215683192088,89148000009849742780,Cannot compensate customer �(No compensation to apply to this customer),GPMTXT2271DCLLP
1289624986,354215682905241,89148000009847097906,Cannot compensate customer �(No compensation to apply to this customer),GPMTXT2271DCLLP
1289679766,354215682909490,89148000009849766698,Cannot compensate customer �(No compensation to apply to this customer),GPMTXT2271DCLLP
1289640432,354215682915117,89148000009847102292,Cannot compensate customer �(No compensation to apply to this customer),GPMTXT2271DCLLP
1289687556,354215682914722,89148000009847102300,Cannot compensate customer �(No compensation to apply to this customer),GPMTXT2271DCLLP
1289595639,354215683613778,89148000009849751948,Cannot compensate customer �(No compensation to apply to this customer),GPMTXT2271DCLLP
1289595564,354215683082172,89148000009847128982,Cannot compensate customer �(No compensation to apply to this customer),GPMTXT2271DCLLP
1289606814,354215683180034,89148000009847137777,Cannot compensate customer �(No compensation to apply to this customer),GPMTXT2271DCLLP
1289727240,357923771916071,89014104273905217223,Cannot compensate customer �(No compensation to apply to this customer),GPNKN1374DGLLP4
1289658080,357923773536679,89014104273905211432,Cannot compensate customer �(No compensation to apply to this customer),GPNKN1374DGLLP4
1289649220,350819780249883,89148000009579467632,Cannot compensate customer �(No compensation to apply to this customer),GPMTXT2271DCLLP
1289643622,354215682900234,89148000009847062272,Cannot compensate customer �(No compensation to apply to this customer),GPMTXT2271DCLLP
1289677878,354215682896101,89148000009849622131,Cannot compensate customer �(No compensation to apply to this customer),GPMTXT2271DCLLP
1289687555,354215682901802,89148000009847062108,Cannot compensate customer �(No compensation to apply to this customer),GPMTXT2271DCLLP
1289710435,354215682905167,89148000009847062553,Cannot compensate customer �(No compensation to apply to this customer),GPMTXT2271DCLLP
1289613113,354215682898511,89148000009847097872,Cannot compensate customer �(No compensation to apply to this customer),GPMTXT2271DCLLP
1289659281,354215682909474,89148000009847102078,Cannot compensate customer �(No compensation to apply to this customer),GPMTXT2271DCLLP
1289633040,354215682896663,89148000009849758117,Cannot compensate customer �(No compensation to apply to this customer),GPMTXT2271DCLLP
1289594925,354215682905423,89148000009847141076,Cannot compensate customer �(No compensation to apply to this customer),GPMTXT2271DCLLP
1289609103,354215682947870,89148000009849825759,Cannot compensate customer �(No compensation to apply to this customer),GPMTXT2271DCLLP
1289710617,354215682897380,89148000009849624046,Cannot compensate customer �(No compensation to apply to this customer),GPMTXT2271DCLLP
1289587461,354215682898719,89148000009849758349,Cannot compensate customer �(No compensation to apply to this customer),GPMTXT2271DCLLP
1289712234,354215682819004,89148000009849758133,Cannot compensate customer �(No compensation to apply to this customer),GPMTXT2271DCLLP
1289639077,354215682905753,89148000009847106376,Cannot compensate customer �(No compensation to apply to this customer),GPMTXT2271DCLLP
1289693591,354215682900887,89148000009849825544,Cannot compensate customer �(No compensation to apply to this customer),GPMTXT2271DCLLP
1289696980,354215682818576,89148000009847073998,Cannot compensate customer �(No compensation to apply to this customer),GPMTXT2271DCLLP
1289704933,354215683192419,89148000009849821295,Cannot compensate customer �(No compensation to apply to this customer),GPMTXT2271DCLLP
1289591190,354215682902073,89148000009847106665,Cannot compensate customer �(No compensation to apply to this customer),GPMTXT2271DCLLP
1289640727,354215683190496,89148000009847128859,Cannot compensate customer �(No compensation to apply to this customer),GPMTXT2271DCLLP
1289360040,354215682901422,89148000009846887711,Cannot compensate customer �(No compensation to apply to this customer),GPMTXT2271DCLLP
1289702800,354215682945916,89148000009847067958,Cannot compensate customer �(No compensation to apply to this customer),GPMTXT2271DCLLP
1289674743,354215682900663,89148000009847074335,Cannot compensate customer �(No compensation to apply to this customer),GPMTXT2271DCLLP
1289661595,354215682945908,89148000009849761475,Cannot compensate customer �(No compensation to apply to this customer),GPMTXT2271DCLLP
1289681611,354215682948449,89148000009847069798,Cannot compensate customer �(No compensation to apply to this customer),GPMTXT2271DCLLP
1289694606,354215682951708,89148000009846907261,Cannot compensate customer �(No compensation to apply to this customer),GPMTXT2271DCLLP
1289697495,354215683602763,89148000009849746872,Cannot compensate customer �(No compensation to apply to this customer),GPMTXT2271DCLLP
1289686051,354215682889510,89148000009849767654,Cannot compensate customer �(No compensation to apply to this customer),GPMTXT2271DCLLP
1289693939,354215682948415,89148000009847069640,Cannot compensate customer �(No compensation to apply to this customer),GPMTXT2271DCLLP
1289680537,354215682951799,89148000009849767746,Cannot compensate customer �(No compensation to apply to this customer),GPMTXT2271DCLLP
1289587765,354215684499896,89148000009847128115,Cannot compensate customer �(No compensation to apply to this customer),GPMTXT2271DCLLP
1289695733,354215682952466,89148000009846907295,Cannot compensate customer �(No compensation to apply to this customer),GPMTXT2271DCLLP
1289662056,350819780541032,89148000009727464184,Cannot compensate customer �(No compensation to apply to this customer),GPNKN151DCLLP
1289723196,350819780540125,89148000009727464242,Cannot compensate customer �(No compensation to apply to this customer),GPNKN151DCLLP
1289680726,354215682894056,89148000009849622263,Cannot compensate customer �(No compensation to apply to this customer),GPMTXT2271DCLLP
1289696981,354215682906306,89148000009847106251,Cannot compensate customer �(No compensation to apply to this customer),GPMTXT2271DCLLP
1289712650,354215682818006,89148000009849760576,Cannot compensate customer �(No compensation to apply to this customer),GPMTXT2271DCLLP
1289710968,350819780535620,89148000009578865026,Cannot compensate customer �(No compensation to apply to this customer),GPNKN151DCLLP
1289695449,350819780433172,89148000009578865497,Cannot compensate customer �(No compensation to apply to this customer),GPNKN151DCLLP
1289711226,354215682948498,89148000009847069608,Cannot compensate customer �(No compensation to apply to this customer),GPMTXT2271DCLLP
1289685401,350819780404454,89148000009727462931,Cannot compensate customer �(No compensation to apply to this customer),GPNKN151DCLLP
1289659818,350819780540190,89148000009727462949,Cannot compensate customer �(No compensation to apply to this customer),GPNKN151DCLLP
1289658936,350819780432356,89148000009579449341,Cannot compensate customer �(No compensation to apply to this customer),GPNKN151DCLLP
1289741663,350819780559547,89148000009578867048,Cannot compensate customer �(No compensation to apply to this customer),GPNKN151DCLLP
1289696015,350819780249867,89148000009578867568,Cannot compensate customer �(No compensation to apply to this customer),GPNKN151DCLLP
1289669252,350819780419791,89148000009578866214,Cannot compensate customer �(No compensation to apply to this customer),GPNKN151DCLLP
1289708044,350819780413844,89148000009579453111,Cannot compensate customer �(No compensation to apply to this customer),GPNKN151DCLLP
1289723794,350819780247044,89148000009578867618,Cannot compensate customer �(No compensation to apply to this customer),GPNKN151DCLLP
1289678906,350819780360409,89148000009727463590,Cannot compensate customer �(No compensation to apply to this customer),GPNKN151DCLLP
1289667414,354215682902883,89148000009849624442,Cannot compensate customer �(No compensation to apply to this customer),GPNKN151DCLLP
1289630750,354215682915232,89148000009849759610,Cannot compensate customer �(No compensation to apply to this customer),GPMTXT2271DCLLP
1289664790,354215682910191,89148000009849759636,Cannot compensate customer �(No compensation to apply to this customer),GPMTXT2271DCLLP
1289659655,354215683597310,89148000009849761194,Cannot compensate customer �(No compensation to apply to this customer),GPMTXT2271DCLLP
1289679662,354215682893108,89148000009849760402,Cannot compensate customer �(No compensation to apply to this customer),GPMTXT2271DCLLP
1289587783,354215682880048,89148000009847069996,Cannot compensate customer �(No compensation to apply to this customer),GPMTXT2271DCLLP
1289676668,354215682901257,89148000009849623428,Cannot compensate customer �(No compensation to apply to this customer),GPMTXT2271DCLLP
1289667714,350819780440474,89148000009579452931,Cannot compensate customer �(No compensation to apply to this customer),GPMTXT2271DCLLP
1289663638,354215682945320,89148000009849761681,Cannot compensate customer �(No compensation to apply to this customer),GPMTXT2271DCLLP
1289675696,354215682902495,89148000009849624368,Cannot compensate customer �(No compensation to apply to this customer),GPMTXT2271DCLLP
1289712065,354215682894296,89148000009849760121,Cannot compensate customer �(No compensation to apply to this customer),GPMTXT2271DCLLP
1289682428,354215682902263,89148000009847062389,Cannot compensate customer �(No compensation to apply to this customer),GPMTXT2271DCLLP
1289697088,354215682948183,89148000009849805629,Cannot compensate customer �(No compensation to apply to this customer),GPMTXT2271DCLLP
1289688368,354215682950502,89148000009849805041,Cannot compensate customer �(No compensation to apply to this customer),GPMTXT2271DCLLP
1289712768,354215682904780,89148000009847105204,Cannot compensate customer �(No compensation to apply to this customer),GPMTXT2271DCLLP
1289625662,354215682897224,89148000009849806478,Cannot compensate customer �(No compensation to apply to this customer),GPMTXT2271DCLLP
1289613451,354215682951880,89148000009849805579,Cannot compensate customer �(No compensation to apply to this customer),GPMTXT2271DCLLP
1289649721,354215682906207,89148000009847062454,Cannot compensate customer �(No compensation to apply to this customer),GPMTXT2271DCLLP
1289664689,354215682896515,89148000009849622289,Cannot compensate customer �(No compensation to apply to this customer),GPMTXT2271DCLLP
1289657574,354215682897083,89148000009849825601,Cannot compensate customer �(No compensation to apply to this customer),GPMTXT2271DCLLP
1289645545,354215682913617,89148000009849626538,Cannot compensate customer �(No compensation to apply to this customer),GPMTXT2271DCLLP
1289596735,354215684512581,89148000009849369543,Cannot compensate customer �(No compensation to apply to this customer),GPMTXT2271DCLLP
1289663368,354215682950841,89148000009849805645,Cannot compensate customer �(No compensation to apply to this customer),GPMTXT2271DCLLP
1289649266,357923773405123,89014104273905214642,Cannot compensate customer �(No compensation to apply to this customer),GPNKN1374DGLLP4
1289661832,357923775270673,89014104273905398981,Cannot compensate customer �(No compensation to apply to this customer),GPNKN1374DGLLP4
1289687749,357923773391927,89014104273905217504,Cannot compensate customer �(No compensation to apply to this customer),GPNKN1374DGLLP4
1289690763,357923773536240,89014104273905213842,Cannot compensate customer �(No compensation to apply to this customer),GPNKN1374DGLLP4
1289670008,357923771934199,89014104273905214816,Cannot compensate customer �(No compensation to apply to this customer),GPNKN1374DGLLP4
1289657889,354215684510270,89148000009849821832,Cannot compensate customer �(No compensation to apply to this customer),GPMTXT2271DCLLP
1289644769,354215684510635,89148000009847127133,Cannot compensate customer �(No compensation to apply to this customer),GPMTXT2271DCLLP
